ID Number,Assignment_Name,Assignment_Grade
205310,SOCI697Assignment 2,68
651442,GOVT922Presentation,72
774363,SOWK265Assignment 1,64
463052,GOVT807Assignment 1,91
676849,SOCI685Final Assessment,79
958719,SOCI815Final Assessment,88
909732,GOVT375Assignment 2,71
762193,GOVT235Project 1,93
793444,SOCI907Final Assessment,80
841309,SOCI101Final Assessment,90
965259,GOVT512Project 1,77
147645,SOWK834Assignment 1,72
568514,SOWK206Assignment 1,67
558152,SOCI166Assignment 2,65
396595,SOWK860Presentation,95
726299,SOWK121Assignment 2,92
355849,SOWK416Final Assessment,73
829493,SOWK963Project 1,61
857726,SOWK158Presentation,85
223538,GOVT615Final Assessment,70
301863,SOCI939Presentation,88
851800,GOVT888Presentation,67
200231,SOWK876Project 1,76
278991,SOCI051Assignment 1,95
133390,SOWK311Assignment 1,60
429700,SOCI457Final Assessment,96
203351,SOWK802Assignment 2,71
521292,GOVT136Final Assessment,98
400060,GOVT647Final Assessment,62
405423,SOCI864Assignment 1,70
609674,SOWK772Assignment 2,78
909400,SOCI851Project 1,90
188737,GOVT607Assignment 2,71
130090,GOVT937Assignment 1,88
413976,SOCI008Final Assessment,100
535195,GOVT177Assignment 1,94
806386,GOVT857Final Assessment,78
626103,SOWK536Assignment 1,70
846392,GOVT220Presentation,81
223903,GOVT980Assignment 1,85
828420,SOCI769Project 1,70
334643,SOCI724Assignment 1,99
306035,GOVT276Assignment 2,88
657319,GOVT094Assignment 2,94
110599,GOVT311Assignment 1,63
266514,SOCI140Assignment 2,77
756267,SOWK593Final Assessment,99
787674,SOWK504Final Assessment,69
792706,GOVT983Assignment 2,95
633097,SOWK035Presentation,79
624195,GOVT653Assignment 2,61
778485,SOCI265Assignment 2,62
372320,GOVT755Presentation,80
923707,SOWK718Assignment 1,75
275630,SOWK558Assignment 1,79
346701,SOCI207Project 1,67
684775,SOWK708Assignment 2,87
303098,SOCI872Assignment 1,86
276155,SOCI043Assignment 2,73
483805,SOWK981Assignment 2,69
300549,SOCI570Assignment 1,100
443786,SOWK021Assignment 2,97
628422,GOVT653Final Assessment,84
666430,GOVT041Final Assessment,99
128977,SOWK394Project 1,80
581818,SOCI418Final Assessment,74
958069,GOVT515Assignment 2,100
662471,SOWK681Presentation,95
511530,GOVT313Project 1,80
762934,SOWK631Assignment 2,71
631794,SOCI350Presentation,98
646199,SOCI440Assignment 1,84
724738,SOWK860Final Assessment,87
116367,SOWK370Assignment 2,72
117302,SOWK642Final Assessment,67
898015,SOWK097Presentation,87
391804,SOCI681Presentation,73
622770,SOCI930Presentation,91
760042,SOCI011Project 1,82
546835,SOCI588Assignment 2,97
901289,GOVT677Assignment 2,66
130371,SOWK120Presentation,99
639202,GOVT413Assignment 2,62
234361,GOVT382Project 1,91
511425,SOWK000Assignment 2,83
673034,GOVT375Presentation,96
485390,GOVT976Project 1,93
624606,SOCI387Presentation,89
835289,GOVT391Presentation,91
688511,SOWK017Assignment 1,92
812709,GOVT521Presentation,68
852230,SOWK323Assignment 2,76
980876,SOCI639Final Assessment,77
585170,SOWK504Assignment 1,75
240328,GOVT086Assignment 2,80
490574,SOWK049Assignment 1,79
675836,SOCI787Project 1,97
472390,GOVT281Assignment 1,79
403201,SOCI836Final Assessment,68
402413,GOVT676Project 1,86
233390,SOWK388Final Assessment,66
154675,GOVT626Final Assessment,69
558463,SOWK677Presentation,84
994067,SOWK561Presentation,66
191656,GOVT397Assignment 2,74
708314,SOWK151Assignment 1,87
478342,GOVT136Final Assessment,93
574667,GOVT360Final Assessment,96
684828,GOVT472Assignment 1,77
754834,GOVT928Project 1,62
334468,SOWK954Assignment 2,62
439027,SOCI676Presentation,83
228981,SOCI614Assignment 1,87
758862,SOCI243Assignment 1,74
558133,GOVT681Assignment 2,69
448772,GOVT031Assignment 1,84
578926,SOWK712Presentation,83
321208,GOVT398Assignment 1,100
990445,GOVT700Presentation,97
707500,SOWK863Presentation,85
722160,GOVT413Assignment 2,85
386574,SOWK077Presentation,81
194713,SOWK803Final Assessment,96
223921,SOWK952Assignment 1,75
542754,SOWK625Presentation,68
528091,SOWK378Project 1,100
995119,GOVT324Assignment 1,73
799903,SOCI924Presentation,63
922083,GOVT565Assignment 1,67
815520,SOCI638Assignment 2,98
601150,GOVT287Project 1,75
827392,GOVT268Presentation,60
153206,SOCI421Assignment 1,71
698246,SOCI378Project 1,69
970056,SOWK482Presentation,92
427224,GOVT799Project 1,93
261644,SOCI232Presentation,83
126606,GOVT072Assignment 2,72
461195,GOVT153Project 1,71
201351,SOCI047Assignment 1,62
405649,GOVT520Presentation,72
306635,SOCI812Assignment 2,76
613221,GOVT096Final Assessment,96
803779,SOWK655Assignment 1,76
779427,SOCI514Project 1,64
626320,GOVT769Project 1,74
749045,GOVT074Assignment 1,95
459601,SOCI669Assignment 1,84
385973,SOCI428Assignment 2,100
649204,SOCI831Project 1,66
233952,SOWK241Presentation,66
669237,SOCI973Assignment 1,99
260640,GOVT550Final Assessment,61
611564,SOWK798Assignment 2,78
639161,GOVT583Presentation,85
173000,SOWK755Assignment 2,78
238812,SOCI155Assignment 1,77
564383,SOCI311Assignment 1,75
506289,SOCI982Assignment 1,94
802002,SOWK267Assignment 1,63
130327,SOWK767Final Assessment,98
619843,SOWK224Project 1,78
729935,SOWK326Project 1,75
650859,GOVT748Final Assessment,100
482461,SOWK374Final Assessment,67
991817,SOCI123Assignment 1,94
940901,SOCI678Assignment 1,92
957581,SOWK373Final Assessment,95
502428,GOVT611Final Assessment,66
754845,SOCI444Project 1,96
373872,GOVT828Project 1,77
187383,SOCI511Presentation,78
856380,GOVT441Assignment 2,71
797838,GOVT546Assignment 2,71
326690,SOWK806Final Assessment,95
216353,SOWK616Presentation,63
585072,SOWK554Project 1,63
238642,GOVT557Presentation,78
270554,SOWK511Assignment 1,79
961295,SOWK941Assignment 2,94
194450,SOCI866Assignment 1,78
639624,SOCI805Assignment 1,78
384100,GOVT433Assignment 1,61
558430,SOWK566Final Assessment,75
465540,SOWK104Final Assessment,79
516358,SOWK528Project 1,86
846768,SOWK013Assignment 1,99
671583,GOVT982Presentation,80
273991,SOCI582Project 1,75
746130,SOCI247Final Assessment,73
163403,SOWK348Presentation,86
587656,GOVT082Project 1,75
971810,GOVT362Assignment 2,72
341149,SOWK840Presentation,76
403557,SOCI242Assignment 1,63
258735,SOWK727Presentation,72
843504,GOVT889Assignment 2,84
560258,GOVT097Assignment 2,76
531416,SOWK577Project 1,99
795508,GOVT954Presentation,70
484518,SOCI845Assignment 2,70
598490,SOCI168Assignment 2,86
487561,SOWK047Project 1,81
518595,GOVT321Assignment 1,83
162977,SOCI686Final Assessment,65
727882,SOWK797Final Assessment,74
205629,SOCI327Final Assessment,68
377682,SOWK900Assignment 1,98
970011,GOVT593Final Assessment,65
592527,SOWK112Final Assessment,92
281950,SOCI101Final Assessment,61
314520,GOVT611Presentation,64
209235,SOWK565Assignment 1,71
746380,SOCI251Assignment 2,86
295613,GOVT343Assignment 2,62
954453,SOWK930Assignment 1,64
507520,SOCI029Project 1,86
187848,GOVT705Presentation,70
346136,SOCI773Assignment 2,79
722078,SOWK611Presentation,90
855158,SOWK689Assignment 1,97
669296,GOVT780Assignment 1,77
616936,SOWK551Presentation,86
837409,SOWK803Final Assessment,62
948318,GOVT817Final Assessment,80
861419,SOCI583Final Assessment,81
411513,SOWK238Presentation,61
175172,GOVT640Project 1,88
209497,SOCI005Assignment 1,79
216412,GOVT642Presentation,81
922830,SOWK711Presentation,70
368437,GOVT783Project 1,60
216984,SOWK174Presentation,75
711028,GOVT597Assignment 1,71
702141,SOWK997Final Assessment,94
706813,SOCI135Assignment 1,74
511148,GOVT391Assignment 2,64
662531,GOVT463Assignment 1,80
787607,SOCI170Presentation,74
467696,SOWK443Presentation,74
287632,SOCI861Assignment 1,76
361487,SOWK209Final Assessment,98
597338,SOCI703Project 1,91
336855,SOCI518Project 1,84
882906,SOCI535Assignment 1,61
358477,SOWK735Project 1,100
730211,GOVT182Assignment 2,75
618447,SOCI136Presentation,71
563141,GOVT070Final Assessment,69
290003,SOCI474Presentation,88
918812,GOVT247Project 1,76
753127,GOVT575Final Assessment,79
639083,SOCI239Assignment 2,100
885983,GOVT101Assignment 1,98
927085,SOCI753Final Assessment,74
858516,SOWK917Assignment 1,79
549179,SOCI142Final Assessment,79
394396,SOCI656Presentation,78
487428,SOWK423Presentation,66
723581,SOCI550Assignment 1,98
971902,SOCI947Presentation,68
431884,SOCI742Assignment 1,76
700707,GOVT652Assignment 1,73
522675,SOCI206Assignment 2,83
269984,GOVT821Final Assessment,72
633457,SOWK528Assignment 2,80
949548,GOVT868Assignment 1,100
140613,SOCI449Project 1,77
305506,GOVT867Final Assessment,63
877604,GOVT255Presentation,64
127225,GOVT473Assignment 1,100
813527,SOWK730Final Assessment,66
528093,SOWK979Final Assessment,68
500490,SOWK988Assignment 1,79
228661,SOWK858Presentation,93
560818,GOVT511Final Assessment,98
786661,GOVT971Final Assessment,68
794302,SOWK300Assignment 2,91
305039,SOCI495Assignment 2,64
253908,SOWK040Project 1,96
427231,SOCI341Project 1,64
219632,GOVT287Assignment 1,81
758635,GOVT553Assignment 1,85
759601,GOVT477Assignment 1,76
688812,SOWK276Final Assessment,95
934206,GOVT172Final Assessment,99
515586,GOVT256Assignment 2,65
634040,GOVT812Assignment 2,83
569219,SOWK777Assignment 1,71
365142,SOWK822Project 1,87
839032,SOWK324Presentation,81
111825,SOCI929Assignment 2,89
429431,SOCI319Presentation,67
922483,SOCI137Final Assessment,74
519958,GOVT194Final Assessment,61
658530,GOVT567Project 1,82
714447,SOWK910Assignment 2,87
406958,SOCI993Assignment 2,61
660023,GOVT466Presentation,98
565528,SOWK640Project 1,63
816592,SOCI907Presentation,62
537981,SOCI767Assignment 1,80
523314,SOWK694Presentation,83
777720,GOVT690Project 1,78
698379,SOCI780Project 1,73
751269,SOCI171Assignment 2,68
641961,SOWK067Assignment 1,76
404595,SOCI267Presentation,93
342044,SOWK522Project 1,79
251913,SOCI005Presentation,65
753957,GOVT657Assignment 2,90
322210,SOCI790Presentation,100
685387,GOVT732Project 1,85
828279,SOCI513Project 1,73
315380,GOVT526Final Assessment,94
500916,SOWK105Presentation,89
114700,GOVT737Project 1,80
300547,SOWK101Assignment 1,83
662042,GOVT124Presentation,92
349246,SOCI744Final Assessment,94
508229,GOVT555Presentation,63
329058,SOWK292Assignment 1,86
900058,SOWK671Project 1,67
214385,GOVT887Project 1,72
338460,SOWK662Presentation,99
478955,GOVT239Assignment 2,74
891893,SOWK609Presentation,62
687310,SOCI985Final Assessment,93
644022,SOCI340Assignment 2,99
456131,SOWK019Assignment 2,89
161431,GOVT261Assignment 2,86
323119,SOCI131Assignment 2,84
109232,GOVT933Presentation,83
572989,GOVT212Project 1,81
689534,GOVT795Presentation,87
492726,SOCI413Assignment 2,70
994068,SOWK386Final Assessment,85
822730,GOVT773Presentation,92
503244,SOWK042Final Assessment,96
211993,SOCI243Presentation,66
369029,SOCI522Assignment 2,89
945125,GOVT627Presentation,77
260025,GOVT565Assignment 2,61
662566,SOCI738Project 1,62
358390,GOVT107Assignment 2,93
175958,GOVT460Project 1,100
137612,GOVT179Assignment 2,87
131566,SOCI633Assignment 2,77
328821,SOCI412Final Assessment,64
604104,SOWK376Final Assessment,91
988736,SOWK968Assignment 1,68
619458,SOCI942Final Assessment,81
289895,GOVT775Final Assessment,98
698924,SOCI846Assignment 1,69
129684,GOVT371Assignment 1,81
214142,GOVT254Presentation,84
888609,GOVT632Assignment 1,89
525782,SOCI450Presentation,92
789548,SOWK579Presentation,70
300835,GOVT005Assignment 2,62
457575,SOWK051Presentation,65
955101,SOWK149Assignment 1,80
896991,SOCI614Assignment 2,85
377774,GOVT251Assignment 1,93
602425,SOCI361Assignment 2,61
816131,GOVT944Final Assessment,81
877487,GOVT957Assignment 1,74
621085,SOWK259Final Assessment,90
776282,GOVT800Assignment 2,61
266679,SOWK267Presentation,81
958145,SOWK273Assignment 2,90
760399,SOWK556Presentation,95
357924,SOWK466Final Assessment,74
358185,GOVT122Assignment 2,91
582730,SOWK623Assignment 1,82
117486,GOVT545Assignment 2,81
752484,GOVT098Assignment 1,78
719829,SOCI543Final Assessment,78
957229,SOCI706Assignment 1,95
655818,SOCI506Assignment 1,93
183785,GOVT559Presentation,65
905998,SOWK358Final Assessment,79
950233,SOWK199Assignment 2,85
969588,SOCI285Final Assessment,62
314824,SOWK304Final Assessment,63
135499,SOCI535Presentation,78
387389,SOWK089Presentation,98
239836,GOVT718Assignment 2,99
794531,SOCI592Project 1,85
122781,SOCI739Presentation,97
869421,SOCI659Assignment 2,62
339107,SOWK061Final Assessment,84
979239,GOVT819Assignment 1,89
299857,SOCI746Project 1,89
456753,SOCI383Presentation,99
960955,SOWK607Assignment 2,76
358627,GOVT623Presentation,68
478958,SOWK080Presentation,93
925471,SOWK349Final Assessment,89
134369,SOWK137Final Assessment,64
636452,GOVT364Presentation,76
398416,SOWK773Presentation,80
306164,GOVT729Project 1,84
241241,SOCI966Assignment 1,99
972295,SOWK283Final Assessment,92
292407,GOVT810Project 1,97
284346,GOVT388Project 1,64
371671,SOCI734Presentation,98
570633,GOVT807Presentation,74
476241,SOWK828Final Assessment,81
533577,SOWK525Presentation,98
400847,SOCI925Project 1,98
943581,SOWK059Presentation,90
711554,SOCI062Presentation,91
193995,GOVT493Final Assessment,100
885496,GOVT571Final Assessment,88
598476,GOVT891Assignment 1,66
251743,SOCI024Project 1,95
445559,GOVT597Assignment 1,89
288225,SOCI543Project 1,82
900668,SOWK516Presentation,97
288467,SOCI781Final Assessment,77
966655,GOVT990Final Assessment,100
475657,SOCI831Presentation,71
212888,SOCI852Presentation,71
981069,SOWK393Assignment 2,79
814101,SOWK887Presentation,84
642245,SOWK418Assignment 2,90
194492,SOWK730Final Assessment,85
547883,GOVT164Project 1,92
279821,SOCI218Final Assessment,79
188919,SOCI753Assignment 2,69
539709,SOCI304Assignment 2,81
393294,SOCI900Assignment 2,96
725553,GOVT388Final Assessment,65
196723,SOWK483Assignment 1,85
907317,GOVT651Presentation,94
618684,GOVT381Assignment 2,67
868857,SOCI900Project 1,79
402959,SOCI633Assignment 2,88
737858,GOVT225Final Assessment,94
930349,SOCI360Presentation,94
350810,SOCI883Project 1,95
665925,SOWK792Final Assessment,90
985015,SOWK755Assignment 1,71
940564,GOVT626Assignment 1,61
475021,SOCI784Project 1,81
929012,GOVT042Assignment 2,84
436919,SOCI469Presentation,90
778303,SOWK359Final Assessment,84
662327,SOCI561Assignment 2,72
683059,SOWK314Project 1,71
223651,SOWK705Final Assessment,81
142679,SOWK970Project 1,65
904219,GOVT416Assignment 1,85
944624,SOCI885Project 1,95
799218,GOVT425Project 1,61
467000,SOWK606Assignment 2,91
209122,SOWK836Project 1,85
804960,SOCI339Presentation,70
291634,SOCI059Project 1,62
157604,GOVT208Assignment 1,60
766893,SOCI592Final Assessment,93
615190,GOVT237Assignment 2,89
686742,GOVT206Presentation,74
104846,GOVT221Assignment 2,87
853391,SOCI044Final Assessment,84
757599,SOWK990Presentation,61
839529,SOWK897Assignment 1,71
232589,SOWK386Assignment 2,64
718613,SOCI062Assignment 2,63
635318,GOVT570Presentation,97
973128,GOVT838Assignment 1,76
302270,SOWK554Assignment 1,99
635607,SOCI300Presentation,90
432441,SOWK462Presentation,92
812270,GOVT208Presentation,100
792260,SOCI936Assignment 1,60
823702,SOWK125Presentation,85
694581,SOWK414Project 1,63
353761,SOWK261Assignment 1,95
134370,SOCI811Final Assessment,77
886029,GOVT781Final Assessment,74
452351,GOVT906Assignment 2,95
152466,SOCI266Assignment 2,63
916314,SOWK584Final Assessment,92
855250,SOWK877Presentation,68
855757,GOVT230Project 1,83
977617,GOVT629Presentation,95
453794,SOCI972Assignment 2,96
573578,GOVT417Final Assessment,75
207323,SOWK685Final Assessment,93
721838,GOVT283Project 1,65
766453,GOVT839Project 1,69
103686,SOWK832Final Assessment,62
431230,GOVT532Presentation,98
546903,SOWK175Project 1,81
775465,SOWK252Final Assessment,83
965104,GOVT872Presentation,77
152927,GOVT941Assignment 2,76
664987,SOWK911Assignment 1,74
417395,SOCI568Assignment 2,92
469858,GOVT268Project 1,72
644476,SOCI448Project 1,81
388481,SOWK708Assignment 2,71
327151,SOWK718Project 1,72
128629,GOVT181Presentation,89
301098,SOCI733Assignment 1,72
893156,GOVT910Assignment 2,63
462537,SOCI264Presentation,71
829098,SOWK302Assignment 1,95
585058,SOWK824Final Assessment,84
306810,SOCI007Assignment 2,66
474199,SOCI459Final Assessment,64
659684,SOCI681Assignment 1,84
287391,GOVT592Project 1,94
386077,SOWK823Final Assessment,73
423591,SOCI384Assignment 2,86
632080,SOWK646Final Assessment,77
977404,SOCI520Assignment 2,68
587334,SOCI889Project 1,73
555267,GOVT748Presentation,95
165672,GOVT895Assignment 1,79
686995,GOVT889Presentation,63
334573,GOVT602Presentation,71
562668,SOWK590Presentation,90
682190,GOVT637Assignment 2,90
908897,SOWK885Assignment 1,86
208247,SOCI518Assignment 1,89
297420,SOCI788Project 1,78
399524,SOCI923Final Assessment,89
895880,SOWK296Project 1,66
486059,SOCI108Final Assessment,84
138615,GOVT449Project 1,100
566027,GOVT636Presentation,72
417801,SOCI189Assignment 2,96
563448,GOVT444Project 1,85
593561,SOWK585Presentation,69
798608,GOVT396Assignment 1,72
470757,SOWK722Assignment 1,85
892558,SOCI060Presentation,89
200539,GOVT272Presentation,81
526305,SOCI642Presentation,96
877049,SOCI177Project 1,82
114366,SOCI564Presentation,100
720727,SOWK046Presentation,80
903538,SOCI408Project 1,98
544852,GOVT048Final Assessment,72
239169,SOCI075Presentation,70
133462,SOWK289Project 1,64
406796,SOWK621Presentation,62
792067,GOVT794Assignment 1,72
733785,SOCI956Assignment 1,68
166846,SOWK633Assignment 1,74
224578,SOCI646Presentation,71
975176,GOVT385Project 1,97
751509,GOVT506Final Assessment,64
194907,SOCI708Assignment 2,64
826560,SOWK799Assignment 1,87
850045,SOWK375Presentation,74
449743,GOVT261Assignment 1,71
912355,SOWK113Assignment 1,100
648120,SOWK560Final Assessment,64
434068,SOCI124Project 1,90
588626,GOVT224Final Assessment,61
665506,GOVT984Assignment 1,75
940491,SOWK532Presentation,71
609537,GOVT336Assignment 1,84
184040,GOVT943Presentation,93
552034,SOWK684Final Assessment,75
130108,SOCI742Presentation,83
954066,GOVT752Presentation,90
797585,GOVT677Presentation,99
268514,GOVT065Assignment 1,76
841767,SOCI503Assignment 2,74
824234,SOWK821Presentation,94
418254,SOWK395Assignment 2,71
782523,SOWK939Project 1,88
218948,SOCI829Project 1,74
828198,SOCI711Presentation,93
300586,SOCI141Project 1,66
124197,SOWK689Presentation,73
877710,SOCI740Final Assessment,90
368267,GOVT368Final Assessment,96
540629,GOVT903Assignment 2,90
586520,SOCI660Assignment 1,91
758385,SOCI963Project 1,98
616866,SOCI060Project 1,88
358270,SOWK589Final Assessment,61
338450,SOCI111Assignment 1,82
431009,SOCI894Project 1,65
525047,SOCI556Final Assessment,100
678337,GOVT119Project 1,75
763112,SOWK904Presentation,86
599445,SOWK104Assignment 2,74
986309,GOVT779Presentation,61
991632,GOVT221Assignment 2,65
545941,SOWK784Final Assessment,88
102179,SOWK197Project 1,68
851574,SOWK566Assignment 1,76
842848,GOVT031Project 1,99
232572,SOWK643Project 1,83
816943,SOCI351Final Assessment,92
964044,SOWK644Project 1,67
756223,GOVT492Assignment 1,89
689720,SOCI719Presentation,95
616301,GOVT303Project 1,92
510553,SOCI019Final Assessment,84
461234,SOWK472Assignment 1,65
381727,SOWK428Presentation,70
219958,GOVT768Project 1,92
949586,GOVT922Presentation,67
695044,SOWK658Assignment 1,93
227528,SOWK648Project 1,78
835132,SOCI373Final Assessment,93
108463,SOCI518Final Assessment,81
928978,SOWK893Project 1,79
733382,GOVT215Project 1,90
775529,SOCI989Assignment 2,76
297747,SOWK056Assignment 2,80
530775,SOWK789Assignment 1,94
997859,GOVT334Final Assessment,77
269227,GOVT228Project 1,98
389320,GOVT012Final Assessment,82
121861,GOVT703Assignment 2,83
117273,SOCI792Presentation,77
613493,GOVT355Final Assessment,83
573852,SOWK379Assignment 2,74
546986,SOWK444Assignment 2,100
159139,SOWK006Assignment 1,75
332371,SOCI361Assignment 1,60
915651,GOVT104Presentation,96
506813,GOVT967Presentation,65
768859,SOCI776Presentation,94
471349,GOVT893Final Assessment,97
689169,SOCI070Assignment 1,82
159450,GOVT885Project 1,89
968419,GOVT546Assignment 1,85
275925,SOCI180Presentation,95
260233,SOCI205Final Assessment,91
202633,SOWK340Presentation,86
665098,SOWK335Project 1,74
505715,GOVT257Presentation,85
126905,GOVT193Final Assessment,89
922144,SOCI303Project 1,60
896152,SOWK191Assignment 2,64
373146,GOVT293Project 1,77
460172,GOVT145Assignment 2,78
828579,SOWK143Project 1,99
994893,GOVT823Assignment 2,83
382103,GOVT464Presentation,70
690722,SOWK089Assignment 1,87
233992,SOWK526Assignment 2,70
755633,GOVT915Assignment 1,94
954319,GOVT244Presentation,85
121605,SOCI586Project 1,67
224239,GOVT775Final Assessment,66
558647,GOVT232Presentation,68
695435,GOVT398Presentation,60
873382,SOCI256Final Assessment,62
583520,SOWK330Presentation,62
976212,GOVT902Assignment 1,72
629036,SOWK742Project 1,90
348721,SOCI017Assignment 2,80
770245,SOWK319Presentation,61
725272,SOCI055Assignment 2,99
633501,SOWK075Assignment 1,79
666365,GOVT520Project 1,97
338259,GOVT234Assignment 1,93
444445,GOVT522Project 1,68
155099,SOCI330Assignment 2,76
858178,SOCI932Final Assessment,94
885920,GOVT036Assignment 2,71
972741,SOCI878Presentation,88
724475,SOWK801Project 1,73
270685,SOWK501Assignment 2,94
153698,SOCI714Assignment 1,69
166683,GOVT666Presentation,66
143720,GOVT901Presentation,84
658798,SOCI426Project 1,95
642750,SOWK806Assignment 2,86
505995,GOVT829Project 1,81
100848,GOVT641Final Assessment,86
390102,GOVT328Assignment 1,93
271647,SOCI178Assignment 2,78
873783,GOVT623Assignment 1,81
428968,SOWK481Final Assessment,84
205301,SOWK016Assignment 2,94
188015,SOCI470Final Assessment,62
781856,GOVT503Assignment 1,96
583952,SOWK512Assignment 2,93
569973,GOVT683Assignment 2,71
886739,GOVT222Assignment 1,98
329493,GOVT512Assignment 2,60
721791,GOVT617Final Assessment,80
219662,SOCI106Project 1,99
573680,SOCI855Final Assessment,94
662159,GOVT563Final Assessment,74
114162,GOVT091Assignment 2,98
821160,GOVT882Project 1,72
148256,SOWK672Assignment 2,79
128623,SOCI578Final Assessment,74
525239,SOCI240Assignment 2,62
675233,SOWK415Final Assessment,61
323050,SOWK238Presentation,63
787786,SOWK287Final Assessment,86
617662,SOCI149Final Assessment,78
548479,SOCI826Assignment 2,100
984460,GOVT623Final Assessment,83
934005,GOVT276Assignment 1,99
925436,SOWK318Assignment 1,83
428039,SOCI449Presentation,61
828793,SOWK125Assignment 1,63
426374,GOVT391Presentation,73
403812,SOWK632Project 1,62
893171,GOVT306Project 1,68
870044,SOCI613Presentation,94
273555,SOWK729Presentation,92
432584,GOVT419Project 1,82
844314,SOWK186Project 1,77
578198,SOCI461Assignment 2,63
250618,GOVT489Presentation,96
221710,SOWK237Presentation,72
649263,SOWK995Presentation,62
647005,GOVT711Final Assessment,99
522819,SOWK316Final Assessment,76
682004,SOWK856Project 1,84
226118,SOWK665Assignment 2,85
298091,GOVT849Presentation,64
717458,GOVT886Final Assessment,85
440583,SOWK673Final Assessment,64
399260,SOWK236Project 1,82
658320,SOWK812Presentation,86
704691,SOWK048Presentation,86
476332,SOWK823Final Assessment,90
727919,GOVT878Assignment 2,74
837510,GOVT474Final Assessment,63
370531,GOVT949Final Assessment,73
167002,SOCI262Final Assessment,98
774150,GOVT367Final Assessment,96
268085,SOWK079Assignment 2,74
652297,SOWK803Assignment 2,76
487827,SOWK724Presentation,70
890391,SOWK727Project 1,82
247276,SOWK290Final Assessment,84
919651,SOWK569Assignment 2,74
933529,SOCI448Assignment 1,77
300988,SOWK004Assignment 1,70
840271,SOCI410Project 1,90
245068,SOWK525Final Assessment,95
640044,SOWK272Assignment 1,69
234427,SOWK810Project 1,66
394172,GOVT240Final Assessment,71
807754,SOWK587Assignment 1,78
635347,SOWK193Assignment 1,81
989247,GOVT347Project 1,77
837200,GOVT788Final Assessment,88
324992,SOWK492Project 1,92
618930,SOWK131Presentation,95
482118,SOWK206Presentation,75
487508,SOCI989Assignment 1,86
658387,SOWK315Assignment 2,91
697419,SOCI627Final Assessment,67
918208,SOCI934Assignment 1,68
329948,SOWK939Assignment 1,87
789437,GOVT541Presentation,88
192390,SOWK541Assignment 1,67
837694,SOCI206Assignment 2,66
654484,GOVT468Final Assessment,100
960906,SOCI835Assignment 2,79
450515,SOCI304Final Assessment,73
403726,SOCI109Final Assessment,67
657770,SOWK955Assignment 2,71
859505,GOVT296Final Assessment,64
725874,SOCI667Presentation,62
231396,SOWK660Assignment 2,80
920588,SOCI868Project 1,89
434786,GOVT444Presentation,91
421424,SOCI969Assignment 1,79
268781,SOWK324Final Assessment,70
262237,SOWK507Final Assessment,92
126804,GOVT588Assignment 2,77
635200,SOWK742Final Assessment,95
813302,SOWK008Assignment 2,83
358208,SOWK889Project 1,93
902656,SOWK190Final Assessment,90
440859,SOCI485Assignment 1,74
898147,GOVT311Assignment 1,92
187103,SOWK485Assignment 1,85
407657,GOVT503Project 1,84
698873,GOVT865Final Assessment,61
574164,GOVT484Assignment 2,78
725226,GOVT998Presentation,97
712224,SOCI607Project 1,80
239653,GOVT923Assignment 1,83
217529,SOWK164Presentation,86
474885,GOVT131Final Assessment,67
176935,SOCI786Assignment 2,94
880642,SOCI405Project 1,66
996592,SOWK825Final Assessment,92
555843,SOCI806Assignment 2,66
415942,GOVT527Assignment 1,94
687404,GOVT965Assignment 1,94
331649,SOCI913Project 1,97
671711,SOWK776Project 1,76
686628,GOVT503Presentation,63
979365,SOWK451Assignment 1,100
687922,SOCI172Project 1,70
249834,GOVT162Presentation,80
704915,GOVT501Project 1,88
314785,SOCI463Assignment 2,93
555453,GOVT790Assignment 1,70
770655,SOCI334Assignment 1,89
681617,SOCI362Assignment 2,84
354931,SOWK015Assignment 2,100
748493,SOWK557Presentation,77
350674,SOCI220Presentation,94
912813,GOVT688Final Assessment,67
724803,SOWK434Assignment 2,66
257390,SOCI797Assignment 1,79
192640,SOWK685Presentation,98
960265,SOWK037Assignment 2,92
391507,SOWK306Presentation,91
475082,SOCI813Assignment 2,61
351108,SOCI859Assignment 1,78
884743,SOCI874Presentation,96
203303,GOVT978Final Assessment,61
541074,SOCI270Assignment 2,73
421700,SOCI395Assignment 2,70
960021,GOVT881Assignment 2,86
424288,GOVT014Assignment 1,72
901584,SOCI764Assignment 1,63
567863,GOVT114Final Assessment,87
559081,SOWK589Assignment 1,95
307905,SOCI849Presentation,74
838933,GOVT262Assignment 1,62
495479,GOVT713Assignment 1,72
492659,SOWK015Presentation,95
362807,SOCI499Presentation,96
668174,SOWK183Assignment 2,83
380009,GOVT917Project 1,72
145996,SOWK012Assignment 1,60
227542,SOWK053Presentation,95
526264,SOCI486Project 1,79
446078,SOWK430Final Assessment,100
199126,SOWK466Project 1,97
897181,SOCI347Assignment 2,77
970928,GOVT535Presentation,67
560362,GOVT624Assignment 2,73
862722,GOVT707Assignment 1,89
901713,SOCI406Project 1,67
539369,GOVT379Assignment 2,83
187193,GOVT716Final Assessment,63
325432,SOCI156Assignment 2,81
312650,GOVT119Project 1,89
976091,SOCI560Assignment 1,67
915999,SOCI642Final Assessment,82
288530,SOWK459Final Assessment,66
997655,SOCI044Final Assessment,83
983751,SOCI259Presentation,75
436849,SOCI127Assignment 2,79
325095,SOWK298Final Assessment,74
